date,location,windgustdir,windgustspeed,winddir9am,winddir3pm,windspeed9am,windspeed3pm
10/14/2010,Albury,W,24,NNW,W,4,6
10/14/2010,BadgerysCreek,N,26,N,S,17,9
10/14/2010,Cobar,NE,35,E,NNE,6,13
10/14/2010,CoffsHarbour,NNE,50,NNE,NNE,13,35
10/14/2010,Moree,NNE,35,NNE,ENE,24,17
10/14/2010,Newcastle,NA,NA,NA,NA,NA,NA
10/14/2010,NorahHead,N,50,NNW,N,15,19
10/14/2010,NorfolkIsland,SW,44,SSW,SW,22,26
10/14/2010,Richmond,NNW,31,N,N,22,9
10/14/2010,Sydney,NNW,41,NNW,E,22,17
10/14/2010,SydneyAirport,NE,46,NNW,E,24,24
10/14/2010,WaggaWagga,W,22,WNW,N,4,7
10/14/2010,Williamtown,WNW,37,N,WNW,9,20
10/14/2010,Wollongong,N,31,E,N,7,7
10/14/2010,Canberra,N,48,NW,NNW,22,26
10/14/2010,Tuggeranong,N,48,N,N,20,24
10/14/2010,MountGinini,N,44,WSW,WNW,17,20
10/14/2010,Ballarat,N,52,NNW,N,19,35
10/14/2010,Bendigo,NW,43,NW,NNW,11,22
10/14/2010,Sale,E,31,NNW,ENE,2,15
10/14/2010,MelbourneAirport,N,57,N,NNW,9,33
10/14/2010,Melbourne,N,57,N,NNW,9,33
10/14/2010,Mildura,NNE,43,NA,NNW,0,17
10/14/2010,Portland,W,33,NW,WSW,17,20
10/14/2010,Watsonia,NNW,52,N,N,11,26
10/14/2010,Dartmoor,WNW,43,NA,NW,0,26
10/14/2010,Brisbane,NNE,22,NNW,NE,4,9
10/14/2010,Cairns,SSW,33,SW,ENE,9,19
10/14/2010,GoldCoast,NNE,37,N,NNE,17,31
10/14/2010,Townsville,E,54,ESE,E,26,28
10/14/2010,Adelaide,NNW,37,NNE,NW,11,13
10/14/2010,MountGambier,NNW,41,N,NNW,19,22
10/14/2010,Nuriootpa,W,46,NNE,NNW,7,19
10/14/2010,Woomera,WSW,52,NE,N,13,20
10/14/2010,Albany,NA,NA,S,SSE,31,19
10/14/2010,Witchcliffe,SE,50,SSE,SSE,28,30
10/14/2010,PearceRAAF,ESE,56,SE,SE,26,20
10/14/2010,PerthAirport,ESE,50,SE,SE,31,22
10/14/2010,Perth,SSE,41,SSE,SE,22,17
10/14/2010,SalmonGums,SSW,61,SSW,S,43,33
10/14/2010,Walpole,SSW,50,SSE,SE,20,19
10/14/2010,Hobart,N,33,SSW,NNE,9,17
10/14/2010,Launceston,NNW,39,NNW,NNW,13,22
10/14/2010,AliceSprings,NNW,52,NE,WNW,19,24
10/14/2010,Darwin,WNW,33,S,W,13,20
10/15/2010,Albury,WNW,63,NNW,NE,28,4
10/15/2010,Cobar,WNW,78,N,WSW,28,24
10/15/2010,CoffsHarbour,N,61,N,N,24,37
10/15/2010,Moree,NNE,67,NNE,NNE,31,33
10/15/2010,Newcastle,NA,NA,NA,NA,NA,NA
10/15/2010,NorahHead,NNE,65,NNE,NE,20,46
10/15/2010,NorfolkIsland,SSW,26,S,ESE,13,9
10/15/2010,Penrith,WNW,61,N,N,15,44
10/15/2010,Richmond,N,70,N,N,20,41
10/15/2010,Sydney,NNW,76,NE,NE,13,31
10/15/2010,SydneyAirport,N,72,NNE,NNE,28,41
10/15/2010,WaggaWagga,WSW,78,N,NNW,26,13
10/15/2010,Williamtown,NW,69,NNE,NNE,17,13
10/15/2010,Wollongong,N,85,NNE,N,30,50
10/15/2010,Canberra,N,76,N,N,31,50
10/15/2010,Tuggeranong,NNW,52,N,NNW,11,24
10/15/2010,MountGinini,N,98,N,NW,39,48
10/15/2010,Ballarat,N,59,S,SSW,28,35
10/15/2010,Bendigo,SW,48,SSW,SSW,20,22
10/15/2010,Sale,W,54,E,WSW,19,26
10/15/2010,MelbourneAirport,S,61,SSW,SSW,28,37
10/15/2010,Melbourne,S,61,SSW,SSW,28,37
10/15/2010,Mildura,SW,70,SW,SW,22,28
10/15/2010,Portland,SW,63,S,SSW,22,24
10/15/2010,Watsonia,SSW,63,SSW,SSW,30,24
10/15/2010,Dartmoor,SSW,72,S,SSW,26,41
10/15/2010,Brisbane,NNE,41,N,NNE,6,11
10/15/2010,Cairns,NNE,31,NW,N,11,17
10/15/2010,GoldCoast,N,65,NNW,N,13,35
10/15/2010,Townsville,N,39,NNW,N,22,26
10/15/2010,Adelaide,SW,59,SSW,SSW,20,17
10/15/2010,MountGambier,SW,72,SSW,SSW,37,44
10/15/2010,Nuriootpa,WSW,59,WSW,SW,26,33
10/15/2010,Woomera,SW,80,SW,SW,41,50
10/15/2010,Albany,NA,NA,ESE,E,19,19
10/15/2010,Witchcliffe,ESE,37,E,E,22,17
10/15/2010,PearceRAAF,NA,NA,E,E,28,22
10/15/2010,PerthAirport,E,50,E,E,31,26
10/15/2010,Perth,SE,39,E,ENE,19,15
10/15/2010,SalmonGums,SSE,37,S,SE,20,20
10/15/2010,Walpole,SE,44,ENE,ESE,13,24
10/15/2010,Hobart,SW,65,SW,SSW,6,26
10/15/2010,Launceston,SE,50,E,SE,7,13
10/15/2010,AliceSprings,SSW,61,SSW,SSE,31,26
10/15/2010,Darwin,WNW,31,NNW,WNW,6,19
10/16/2010,Albury,W,52,WSW,W,20,28
10/16/2010,BadgerysCreek,W,78,W,W,39,41
10/16/2010,Cobar,WSW,50,SW,WSW,28,22
10/16/2010,CoffsHarbour,WNW,52,WNW,ESE,15,13
10/16/2010,Moree,WSW,54,WSW,WSW,33,33
10/16/2010,Newcastle,NA,NA,NA,NA,NA,NA
10/16/2010,NorahHead,WNW,61,WSW,WSW,24,30
10/16/2010,NorfolkIsland,N,54,NE,N,20,20
10/16/2010,Penrith,WSW,72,W,W,33,31
10/16/2010,Richmond,W,72,WSW,WSW,46,41
10/16/2010,Sydney,WNW,85,W,W,46,48
10/16/2010,SydneyAirport,W,93,WNW,WSW,61,44
10/16/2010,WaggaWagga,WSW,61,WSW,WSW,35,28
10/16/2010,Williamtown,WNW,87,WNW,WNW,44,46
10/16/2010,Wollongong,WSW,81,W,SW,43,31
10/16/2010,Canberra,WNW,63,WNW,WNW,24,37
10/16/2010,Tuggeranong,WSW,48,W,W,17,26
10/16/2010,MountGinini,NW,33,NA,NA,0,0
10/16/2010,Ballarat,WSW,52,SW,SW,20,24
10/16/2010,Bendigo,WSW,50,WSW,SW,22,26
10/16/2010,Sale,W,76,W,W,37,41
10/16/2010,MelbourneAirport,SW,67,WSW,SW,31,33
10/16/2010,Melbourne,SW,67,WSW,SW,31,33
10/16/2010,Mildura,WSW,39,WSW,SW,20,19
10/16/2010,Portland,SSW,59,SW,WSW,20,35
10/16/2010,Watsonia,WSW,57,WSW,WSW,13,20
10/16/2010,Dartmoor,SSW,59,SSW,SW,26,35
10/16/2010,Brisbane,W,54,W,W,26,20
10/16/2010,Cairns,SSE,33,SSE,SE,13,17
10/16/2010,GoldCoast,WNW,67,W,WNW,13,35
10/16/2010,Townsville,SSW,56,SSW,S,37,26
10/16/2010,Adelaide,SW,43,S,SW,13,24
10/16/2010,MountGambier,SW,59,SW,SW,28,35
10/16/2010,Nuriootpa,WSW,46,SW,WSW,20,28
10/16/2010,Woomera,SSW,50,SW,S,26,22
10/16/2010,Albany,NA,NA,NNE,ESE,7,22
10/16/2010,Witchcliffe,SW,28,ENE,SSW,11,19
10/16/2010,PearceRAAF,NA,NA,NA,E,NA,19
10/16/2010,PerthAirport,E,57,ENE,E,28,13
10/16/2010,Perth,SW,33,ENE,SE,15,11
10/16/2010,SalmonGums,SSE,35,ENE,NNE,7,11
10/16/2010,Walpole,SE,31,NE,SE,15,20
10/16/2010,Hobart,WSW,57,WSW,WSW,13,24
10/16/2010,Launceston,WNW,44,SSW,WNW,9,20
10/16/2010,AliceSprings,SE,37,SE,SE,20,20
10/16/2010,Darwin,E,35,ESE,NNW,13,22
10/17/2010,Albury,WNW,35,WNW,NW,15,17
10/17/2010,BadgerysCreek,SW,41,WNW,ENE,11,9
10/17/2010,Cobar,SSW,35,SW,SW,13,15
10/17/2010,CoffsHarbour,SW,31,WSW,ENE,19,17
10/17/2010,Moree,SW,39,SSW,SW,15,24
10/17/2010,Newcastle,NA,NA,NA,NA,NA,NA
10/17/2010,NorahHead,E,24,W,ESE,11,17
10/17/2010,NorfolkIsland,N,54,SW,SW,22,24
10/17/2010,Penrith,WNW,43,SE,SSE,6,7
10/17/2010,Richmond,WSW,41,NNE,WSW,2,6
10/17/2010,Sydney,W,41,W,SSE,24,4
10/17/2010,SydneyAirport,W,50,W,NNW,37,13
10/17/2010,WaggaWagga,W,31,W,WSW,15,15
10/17/2010,Williamtown,WNW,54,WNW,W,37,26
10/17/2010,Wollongong,SW,52,WSW,NE,22,13
10/17/2010,Canberra,WNW,48,WNW,WNW,26,28
10/17/2010,Tuggeranong,NW,43,NW,WNW,13,26
10/17/2010,MountGinini,SW,44,NA,WSW,0,26
10/17/2010,Ballarat,W,44,W,W,20,20
10/17/2010,Bendigo,W,31,W,W,19,17
10/17/2010,Sale,W,72,W,W,39,37
10/17/2010,MelbourneAirport,W,43,W,W,20,28
10/17/2010,Melbourne,W,43,W,W,20,28
10/17/2010,Mildura,W,33,WSW,WSW,11,13
10/17/2010,Portland,WSW,46,WSW,WSW,26,30
10/17/2010,Watsonia,W,39,WNW,W,13,20
10/17/2010,Dartmoor,WSW,41,W,W,17,22
10/17/2010,Brisbane,W,26,SW,NNE,7,6
10/17/2010,Cairns,SE,39,SSE,SE,20,22
10/17/2010,GoldCoast,NE,37,NE,NE,15,31
10/17/2010,Townsville,SSW,33,SW,NE,22,17
10/17/2010,Adelaide,SW,33,SW,WSW,7,17
10/17/2010,MountGambier,W,41,WSW,W,20,28
10/17/2010,Nuriootpa,WSW,33,WNW,WSW,17,20
10/17/2010,Woomera,S,30,S,WSW,13,7
10/17/2010,Albany,NA,NA,E,ESE,15,26
10/17/2010,Witchcliffe,WNW,30,ESE,W,9,13
10/17/2010,PearceRAAF,WSW,39,NNE,SW,17,24
10/17/2010,PerthAirport,ENE,39,NNE,WSW,11,28
10/17/2010,Perth,SW,33,NE,SW,13,17
10/17/2010,SalmonGums,SSE,37,N,S,15,9
10/17/2010,Walpole,SSW,30,E,S,13,11
10/17/2010,Hobart,NW,44,NNW,WSW,17,22
10/17/2010,Launceston,WSW,39,N,W,2,17
10/17/2010,AliceSprings,ESE,39,ESE,ESE,22,20
10/17/2010,Darwin,E,31,ESE,E,19,15
10/18/2010,Albury,W,39,NW,WNW,2,20
10/18/2010,BadgerysCreek,SW,44,WSW,SW,20,11
10/18/2010,Cobar,SW,26,SSE,SSW,7,9
10/18/2010,CoffsHarbour,NNE,48,NW,NE,17,35
10/18/2010,Moree,SSW,33,E,SW,6,13
10/18/2010,Newcastle,NA,NA,NA,NA,NA,NA
10/18/2010,NorahHead,NNE,26,NW,ENE,4,17
10/18/2010,NorfolkIsland,S,33,SSW,SW,15,17
10/18/2010,Penrith,W,35,SW,NW,6,4
10/18/2010,Richmond,W,37,NA,ESE,0,7
10/18/2010,Sydney,W,39,WSW,NE,24,13
10/18/2010,SydneyAirport,W,39,W,WNW,24,20
10/18/2010,WaggaWagga,WSW,39,N,WNW,6,22
10/18/2010,Williamtown,W,37,WNW,WNW,24,19
10/18/2010,Wollongong,WSW,44,WSW,ENE,19,9
10/18/2010,Canberra,WNW,50,WNW,WNW,19,28
10/18/2010,Tuggeranong,NW,41,NW,NW,13,22
10/18/2010,MountGinini,SW,59,SW,WSW,28,24
10/18/2010,Ballarat,W,46,W,WSW,26,20
10/18/2010,Bendigo,WNW,35,W,WSW,13,20
10/18/2010,Sale,W,70,WNW,W,41,43
10/18/2010,MelbourneAirport,WSW,56,WNW,WSW,20,37
10/18/2010,Melbourne,WSW,56,WNW,WSW,20,37
10/18/2010,Mildura,WSW,28,SSW,SW,11,15
10/18/2010,Portland,W,50,WSW,W,26,31
10/18/2010,Watsonia,WSW,46,NW,WSW,15,19
10/18/2010,Dartmoor,WSW,43,WNW,SW,19,28
10/18/2010,Brisbane,E,20,WNW,ENE,4,7
10/18/2010,Cairns,SSE,35,S,S,19,15
10/18/2010,GoldCoast,ENE,22,ESE,ENE,9,17
10/18/2010,Townsville,ENE,41,ESE,ENE,24,28
10/18/2010,Adelaide,SW,33,SSW,WSW,11,19
10/18/2010,MountGambier,W,46,W,SW,22,28
10/18/2010,Nuriootpa,SW,33,SW,SW,13,17
10/18/2010,Woomera,SSW,31,ESE,SE,17,9
10/18/2010,Albany,NA,NA,NE,SE,6,19
10/18/2010,Witchcliffe,W,24,NNE,W,2,13
10/18/2010,PearceRAAF,WSW,44,NNE,NNW,19,24
10/18/2010,PerthAirport,ENE,39,NNE,WSW,15,20
10/18/2010,Perth,NNE,28,NNE,SW,9,15
10/18/2010,SalmonGums,N,39,N,NNW,22,13
10/18/2010,Walpole,NNE,35,NA,SW,0,11
10/18/2010,Hobart,SSW,72,NW,SW,24,33
10/18/2010,Launceston,SSW,57,NNW,SSW,19,39
10/18/2010,AliceSprings,E,39,ESE,E,15,17
10/18/2010,Darwin,ESE,54,E,ENE,31,11
10/19/2010,Albury,WNW,22,W,WSW,6,11
10/19/2010,BadgerysCreek,ESE,20,W,E,7,11
10/19/2010,Cobar,SE,28,SSE,SSE,11,7
10/19/2010,CoffsHarbour,S,41,SW,S,28,28
10/19/2010,Moree,WSW,22,N,S,2,13
10/19/2010,Newcastle,NA,NA,NA,NA,NA,NA
10/19/2010,NorahHead,SSE,54,SSE,SSE,37,30
10/19/2010,NorfolkIsland,WSW,28,SW,W,9,13
10/19/2010,Penrith,ESE,20,SW,ESE,9,11
10/19/2010,Richmond,SE,19,NA,WSW,0,2
10/19/2010,Sydney,SSE,37,SSE,SSE,17,19
10/19/2010,SydneyAirport,S,41,S,S,31,24
10/19/2010,WaggaWagga,WSW,28,ENE,WSW,4,13
10/19/2010,Williamtown,SSE,37,WSW,ESE,13,17
10/19/2010,Wollongong,SSW,43,SSW,S,15,24
10/19/2010,Canberra,ENE,33,SW,N,4,9
10/19/2010,Tuggeranong,ENE,33,SW,NNW,7,9
10/19/2010,MountGinini,SSW,31,NW,NNW,13,7
10/19/2010,Ballarat,WSW,26,SSW,WSW,2,13
10/19/2010,Bendigo,W,26,S,WSW,17,9
10/19/2010,Sale,ESE,28,WNW,E,17,20
10/19/2010,MelbourneAirport,S,30,W,SE,9,13
10/19/2010,Melbourne,S,30,W,SE,9,13
10/19/2010,Mildura,SSE,24,ESE,SSE,9,11
10/19/2010,Portland,W,28,NA,WSW,0,17
10/19/2010,Watsonia,SSW,31,SSW,WSW,4,15
10/19/2010,Dartmoor,SW,28,N,WNW,9,17
10/19/2010,Brisbane,ESE,31,SSW,ESE,4,15
10/19/2010,Cairns,SE,44,SSE,SE,22,33
10/19/2010,GoldCoast,SSE,46,NW,NA,7,NA
10/19/2010,Townsville,ENE,43,ESE,ENE,20,30
10/19/2010,Adelaide,WSW,30,SSW,SSW,4,13
10/19/2010,MountGambier,SW,30,NE,SW,15,20
10/19/2010,Nuriootpa,SE,31,ENE,ENE,15,9
10/19/2010,Woomera,ESE,30,ESE,SW,19,7
10/19/2010,Albany,NA,NA,N,WSW,20,22
10/19/2010,Witchcliffe,NW,30,NNW,W,17,19
10/19/2010,PearceRAAF,WNW,39,NNW,W,20,24
10/19/2010,PerthAirport,N,30,N,W,13,19
10/19/2010,Perth,NW,30,NW,W,13,11
10/19/2010,SalmonGums,N,48,N,NNW,26,11
10/19/2010,Walpole,WSW,41,NNW,WSW,17,19
10/19/2010,Hobart,NNW,44,NNE,NNW,19,24
10/19/2010,Launceston,NNW,39,NW,NNW,7,17
10/19/2010,AliceSprings,E,41,E,ESE,17,24
10/19/2010,Darwin,ESE,35,ENE,NNW,17,17
10/20/2010,Albury,SE,20,NA,SSE,0,11
10/20/2010,BadgerysCreek,E,30,NNW,ENE,2,13
10/20/2010,Cobar,E,24,ESE,SE,11,6
10/20/2010,CoffsHarbour,WSW,28,SSW,SE,17,13
10/20/2010,Moree,NNE,37,ENE,N,15,11
10/20/2010,Newcastle,NA,NA,NA,NA,NA,NA
10/20/2010,NorahHead,NE,33,SSE,ENE,2,22
10/20/2010,NorfolkIsland,S,48,S,S,30,26
10/20/2010,Penrith,ENE,26,NNE,NNE,6,11
10/20/2010,Richmond,NNE,33,NW,NE,2,15
10/20/2010,Sydney,ENE,37,W,E,11,26
10/20/2010,SydneyAirport,NE,43,WNW,ENE,9,30
10/20/2010,WaggaWagga,E,22,E,W,9,9
10/20/2010,Williamtown,ESE,41,NNW,E,2,28
10/20/2010,Canberra,N,28,N,N,7,13
10/20/2010,Tuggeranong,NNE,24,WNW,N,9,15
10/20/2010,MountGinini,W,28,WSW,W,17,11
10/20/2010,Ballarat,SSE,22,SE,SSW,13,6
10/20/2010,Bendigo,S,20,SE,SSW,7,4
10/20/2010,Sale,ESE,30,NW,SE,11,15
10/20/2010,MelbourneAirport,SSW,26,E,NW,2,7
10/20/2010,Melbourne,SSW,26,E,NW,2,7
10/20/2010,Mildura,ESE,24,ENE,NE,9,11
10/20/2010,Portland,S,22,WNW,S,2,13
10/20/2010,Watsonia,SW,26,NE,S,6,9
10/20/2010,Dartmoor,SSW,26,NA,W,0,9
10/20/2010,Brisbane,SE,31,SSE,E,4,7
10/20/2010,Cairns,SE,54,SE,SE,37,33
10/20/2010,GoldCoast,SE,50,E,SE,31,28
10/20/2010,Townsville,E,50,ESE,E,22,31
10/20/2010,Adelaide,NNW,30,NNE,SW,7,15
10/20/2010,MountGambier,N,26,NE,WSW,9,9
10/20/2010,Nuriootpa,SE,30,NE,NE,15,13
10/20/2010,Woomera,NE,30,E,E,17,7
10/20/2010,Albany,NA,NA,N,NW,9,4
10/20/2010,Witchcliffe,NNW,52,WNW,NW,22,13
10/20/2010,PearceRAAF,W,70,NNW,W,26,24
10/20/2010,PerthAirport,NW,57,N,WSW,15,24
10/20/2010,Perth,W,43,NNW,W,13,17
10/20/2010,SalmonGums,SSW,67,N,NW,24,33
10/20/2010,Walpole,WNW,65,NW,W,17,19
10/20/2010,Hobart,NW,46,NW,E,20,13
10/20/2010,Launceston,NW,20,ENE,NW,2,11
10/20/2010,AliceSprings,SE,41,ESE,E,19,19
10/20/2010,Darwin,E,63,E,NNE,22,26
10/21/2010,Albury,N,20,NA,SSW,0,11
10/21/2010,BadgerysCreek,NE,31,NA,NNE,0,13
10/21/2010,Cobar,ENE,41,NE,NW,9,9
10/21/2010,CoffsHarbour,NE,37,SE,NE,11,26
10/21/2010,Moree,NE,35,NE,NW,9,13
10/21/2010,Newcastle,NA,NA,NA,NA,NA,NA
10/21/2010,NorahHead,NE,44,NNW,NE,4,26
10/21/2010,NorfolkIsland,S,39,S,S,20,19
10/21/2010,Penrith,N,26,SE,NE,4,9
10/21/2010,Richmond,ESE,33,NA,ENE,0,7
10/21/2010,Sydney,ENE,41,W,ENE,11,28
10/21/2010,SydneyAirport,ENE,46,WNW,NE,11,33
10/21/2010,WaggaWagga,ENE,17,ESE,WNW,11,9
10/21/2010,Williamtown,NNE,41,N,NE,6,20
10/21/2010,Wollongong,NE,44,NNE,NE,19,35
10/21/2010,Canberra,N,31,N,N,6,17
10/21/2010,Tuggeranong,N,33,WSW,N,4,19
10/21/2010,MountGinini,NW,30,WNW,NW,15,13
10/21/2010,Ballarat,N,31,N,NNW,13,19
10/21/2010,Bendigo,N,28,ESE,NNW,6,11
10/21/2010,Sale,E,31,NA,E,0,20
10/21/2010,MelbourneAirport,N,35,N,N,20,20
10/21/2010,Melbourne,N,35,N,N,20,20
10/21/2010,Mildura,ENE,24,ENE,NNE,17,9
10/21/2010,Portland,NW,35,N,NNW,17,17
10/21/2010,Watsonia,NW,31,ENE,NNW,6,15
10/21/2010,Dartmoor,NNW,37,ENE,NNW,7,22
10/21/2010,Brisbane,E,24,E,E,11,9
10/21/2010,Cairns,SSE,59,S,SSE,20,33
10/21/2010,GoldCoast,SE,33,SSE,E,17,15
10/21/2010,Townsville,ESE,39,SSE,ESE,26,17
10/21/2010,Adelaide,NW,35,N,NW,15,20
10/21/2010,MountGambier,NNE,43,NNE,N,20,20
10/21/2010,Nuriootpa,ENE,50,N,NNW,11,15
10/21/2010,Woomera,NNW,37,NNE,NNW,11,19
10/21/2010,Albany,NA,NA,S,SW,19,15
10/21/2010,Witchcliffe,SSE,28,SSE,SSW,15,19
10/21/2010,PearceRAAF,S,41,SSW,S,15,19
10/21/2010,PerthAirport,S,39,SSE,SSW,13,7
10/21/2010,Perth,SW,35,SSE,SSW,13,13
10/21/2010,SalmonGums,WSW,44,SSW,SSW,24,22
10/21/2010,Walpole,SSW,28,NW,S,6,7
10/21/2010,Hobart,ESE,31,N,ESE,13,17
10/21/2010,Launceston,NW,37,NW,NW,9,22
10/21/2010,AliceSprings,ESE,28,E,WSW,15,7
10/21/2010,Darwin,N,37,E,NNW,20,22
10/22/2010,Albury,NNE,30,E,N,6,17
10/22/2010,BadgerysCreek,NW,44,WSW,N,4,24
10/22/2010,Cobar,E,35,NNE,E,17,2
10/22/2010,CoffsHarbour,NE,48,N,NE,13,35
10/22/2010,Moree,SSE,41,NNE,NW,19,13
10/22/2010,NorahHead,NNE,35,N,NE,9,20
10/22/2010,NorfolkIsland,S,30,SE,SE,15,15
10/22/2010,Penrith,NW,37,SE,E,6,4
10/22/2010,Richmond,WSW,33,SSW,SW,4,20
10/22/2010,Sydney,NNE,41,W,ENE,6,19
10/22/2010,SydneyAirport,NE,43,NNE,NE,11,24
10/22/2010,WaggaWagga,ENE,28,E,N,11,9
10/22/2010,Williamtown,ENE,37,NNW,E,9,22
10/22/2010,Wollongong,NNE,39,NE,N,11,24
10/22/2010,Canberra,NW,35,WNW,NNW,4,24
10/22/2010,Tuggeranong,NNW,33,NA,N,0,19
10/22/2010,MountGinini,W,41,W,NW,20,19
10/22/2010,Ballarat,N,50,N,NNW,24,31
10/22/2010,Bendigo,W,48,ENE,NNW,7,19
10/22/2010,Sale,ENE,39,N,E,7,13
10/22/2010,MelbourneAirport,WNW,61,N,N,30,37
10/22/2010,Melbourne,WNW,61,N,N,30,37
10/22/2010,Mildura,SW,52,NNE,NW,11,17
10/22/2010,Portland,WNW,70,N,WNW,20,39
10/22/2010,Watsonia,N,48,NNE,N,9,24
10/22/2010,Dartmoor,NNW,63,N,NW,22,33
10/22/2010,Brisbane,E,22,SSE,E,4,11
10/22/2010,Cairns,SE,35,S,SE,19,26
10/22/2010,GoldCoast,ESE,20,SSE,E,13,15
10/22/2010,Townsville,E,37,SE,E,19,24
10/22/2010,Adelaide,WSW,43,N,WSW,15,13
10/22/2010,MountGambier,NW,72,N,NW,30,28
10/22/2010,Nuriootpa,NW,48,NE,WSW,9,28
10/22/2010,Woomera,SSW,50,NNW,WNW,19,22
10/22/2010,Albany,NA,NA,NNW,S,6,13
10/22/2010,Witchcliffe,SW,33,S,SSE,11,20
10/22/2010,PearceRAAF,SSW,39,E,SSE,19,22
10/22/2010,PerthAirport,SW,39,ENE,SSW,13,17
10/22/2010,Perth,SW,41,E,SW,7,19
10/22/2010,SalmonGums,S,35,SE,SSE,13,17
10/22/2010,Walpole,SSW,31,SW,S,13,13
10/22/2010,Hobart,NW,72,N,NNE,33,17
10/22/2010,Launceston,NW,39,NA,NW,0,17
10/22/2010,AliceSprings,E,30,E,S,15,11
10/22/2010,Darwin,E,41,E,ENE,15,26
10/23/2010,Albury,W,28,W,NW,6,15
10/23/2010,BadgerysCreek,WSW,48,NA,W,0,24
10/23/2010,Cobar,SSW,46,NNW,SW,13,11
10/23/2010,CoffsHarbour,NE,37,N,NE,15,26
10/23/2010,Moree,E,26,NNE,WSW,17,11
10/23/2010,NorahHead,NE,43,NE,NNE,11,35
10/23/2010,NorfolkIsland,E,37,E,ENE,24,20
10/23/2010,Penrith,W,52,WNW,E,4,15
10/23/2010,Richmond,NE,50,NNE,N,2,11
10/23/2010,Sydney,NW,52,W,WSW,7,4
10/23/2010,SydneyAirport,SSW,52,NW,E,15,17
10/23/2010,WaggaWagga,WSW,33,NW,N,7,7
10/23/2010,Williamtown,WSW,43,NNW,NNW,11,13
10/23/2010,Wollongong,SSW,57,WSW,N,15,20
10/23/2010,Canberra,WNW,44,NNW,W,13,19
10/23/2010,Tuggeranong,W,33,N,NW,7,17
10/23/2010,MountGinini,NNW,52,WNW,WSW,30,26
10/23/2010,Ballarat,S,43,SW,SSW,19,20
10/23/2010,Bendigo,WSW,37,SW,SW,9,26
10/23/2010,Sale,WSW,56,W,WSW,17,35
10/23/2010,MelbourneAirport,WNW,50,SW,SSE,26,20
10/23/2010,Melbourne,WNW,50,SW,SSE,26,20
10/23/2010,Mildura,SSW,33,SSW,SSW,13,19
10/23/2010,Portland,WSW,39,SW,WSW,13,24
10/23/2010,Watsonia,WNW,50,SSW,SSW,19,20
10/23/2010,Dartmoor,SW,41,WSW,SW,9,24
10/23/2010,Brisbane,ENE,22,NE,NE,4,9
10/23/2010,Cairns,SE,44,SSE,SE,20,30
10/23/2010,GoldCoast,NE,31,ENE,NE,11,28
10/23/2010,Townsville,ENE,41,SE,ENE,15,30
10/23/2010,Adelaide,SSE,33,SSW,SSE,13,19
10/23/2010,MountGambier,SSW,41,W,SSW,9,24
10/23/2010,Nuriootpa,SSE,35,SSE,SSW,19,13
10/23/2010,Woomera,SSW,41,S,S,22,19
10/23/2010,Albany,NA,NA,SE,SE,7,13
10/23/2010,Witchcliffe,S,35,E,SSE,9,20
10/23/2010,PearceRAAF,E,46,E,SE,24,9
10/23/2010,PerthAirport,E,50,ENE,WSW,31,20
10/23/2010,Perth,SW,44,E,SW,13,22
10/23/2010,SalmonGums,SSE,43,ENE,ENE,20,13
10/23/2010,Walpole,SSW,30,NW,S,7,17
10/23/2010,Hobart,NW,59,WSW,SW,11,30
10/23/2010,Launceston,NNW,37,NNW,W,11,17
10/23/2010,AliceSprings,SW,30,SSE,SSE,2,19
10/23/2010,Darwin,N,39,ENE,NNE,19,31
10/24/2010,Albury,SSE,26,SE,S,19,9
10/24/2010,BadgerysCreek,S,35,SW,SSW,17,19
10/24/2010,Cobar,S,26,SSE,S,11,13
10/24/2010,CoffsHarbour,SW,39,SW,E,26,13
10/24/2010,Moree,SW,44,SSW,E,13,9
10/24/2010,NorahHead,S,63,S,S,44,39
10/24/2010,NorfolkIsland,ENE,39,ENE,NE,19,20
10/24/2010,Penrith,SSW,30,SW,SSW,15,13
10/24/2010,Richmond,SSE,31,SW,SSW,15,15
10/24/2010,Sydney,SSE,48,SSE,S,22,20
10/24/2010,SydneyAirport,S,67,S,S,35,33
10/24/2010,WaggaWagga,NNE,28,NE,NNE,9,13
10/24/2010,Williamtown,SSW,52,SSW,SSW,30,28
10/24/2010,Wollongong,S,57,SSW,SSW,28,17
10/24/2010,Canberra,E,28,E,ESE,13,11
10/24/2010,Tuggeranong,ENE,28,S,ESE,9,13
10/24/2010,MountGinini,ESE,24,E,ENE,13,9
10/24/2010,Ballarat,S,35,S,SE,22,13
10/24/2010,Bendigo,SSE,37,SSE,SSE,20,13
10/24/2010,Sale,ESE,31,NW,ESE,9,20
10/24/2010,MelbourneAirport,S,35,SSE,SSE,13,19
10/24/2010,Melbourne,S,35,SSE,SSE,13,19
10/24/2010,Mildura,S,30,SSE,SSW,15,9
10/24/2010,Portland,NE,33,NA,S,0,15
10/24/2010,Watsonia,SW,39,SSE,SSE,11,11
10/24/2010,Dartmoor,S,28,NA,S,0,9
10/24/2010,Brisbane,NNE,30,NNE,NE,7,9
10/24/2010,Cairns,SE,39,SSE,SE,24,28
10/24/2010,GoldCoast,NNE,39,N,NNE,17,31
10/24/2010,Townsville,NE,39,SE,ENE,13,30
10/24/2010,Adelaide,WSW,31,SW,WSW,4,19
